0.090000, 4267.111328, 0.000000, 0
0.191000, 4267.111328, 3.254992, 0
0.292000, 4267.111328, 8.135862, 0
0.393000, 4267.111328, 8.130211, 0
0.494000, 4267.111328, 9.744647, 0
0.595000, 4267.111328, 6.481013, 0
0.696000, 4267.111328, 29.095501, 0
0.797000, 4267.111328, 35.477165, 0
0.898000, 4267.111328, 38.671913, 0
0.999000, 4267.111328, 38.641510, 0
1.100000, 4267.111328, 38.702362, 0
1.201000, 4267.111328, 51.360500, 0
1.302000, 4267.111328, 44.870110, 0
1.403000, 4267.111328, 57.780563, 0
1.504000, 4267.111328, 82.427246, 0
1.605000, 4267.111328, 89.043480, 0
1.706000, 4267.111328, 108.124222, 0
1.807000, 4267.111328, 150.773010, 0
1.908000, 4267.111328, 173.769699, 0
2.009000, 4264.453613, 61.686749, 0
2.110000, 4254.915527, 339.239258, 0
2.211000, 4264.911621, 183.952103, 0
2.312000, 4269.312988, 179.649124, 0
2.413000, 4276.479004, 190.511627, 0
2.514000, 4285.339844, 191.625732, 0
2.615000, 4295.532715, 192.752945, 0
2.716000, 4305.728027, 153.011490, 0
2.817000, 4315.928711, 151.272720, 0
2.918000, 4326.130859, 238.933334, 0
3.019000, 4336.335937, 256.000000, 0
3.120000, 4346.545898, 274.474213, 0
3.221000, 4356.757324, 276.480011, 0
3.322000, 4366.971680, 295.384613, 0
3.423000, 4377.193359, 275.692322, 0
3.524000, 4387.412109, 306.242981, 0
3.625000, 4397.638184, 329.142853, 0
3.726000, 4407.863281, 375.779816, 0
3.827000, 4418.095703, 399.186432, 0
3.928000, 4424.309082, 369.311462, 0
4.029000, 4427.431641, 352.000000, 0
4.130000, 4433.141602, 363.354828, 0
4.231000, 4435.637695, 292.571442, 0
4.332000, 4435.850586, 261.019623, 0
4.433000, 4436.539062, 192.000000, 0
4.534000, 4431.695312, 91.022224, 0
4.635000, 4420.615234, -119.069771, 0
4.736000, 4407.614258, 0.000000, 0
4.837000, 4526.675781, 2182.736816, 0
4.938000, 4791.924316, 4005.646973, 0
5.039000, 5061.035645, 3868.444336, 0
5.140000, 5219.086914, 3200.000000, 0
5.241000, 5453.109375, 5188.266602, 0
5.342000, 5586.433594, 2730.666748, 0
5.443000, 5763.069336, 20480.000000, 0
5.544000, 5854.473145, 0.000000, 0
5.645000, 5980.906738, -4096.000000, 0
5.746000, 6119.189453, -6656.000000, 0
5.847000, 6224.170898, 3072.000000, 0
5.948000, 6314.290039, 0.000000, 0
6.049000, 6442.007812, -1706.666626, 0
6.150000, 6543.230957, 4096.000000, 0
6.251000, 6651.945313, -2048.000000, 0
6.352000, 6744.136230, -5120.000000, 0
6.453000, 6854.741699, -341.333344, 1
6.554000, 6936.008301, 455.111115, 0
6.655000, 7033.565918, 1582.545410, 0
6.756000, 7132.672363, 558.545471, 0
6.857000, 7240.219238, -630.153870, 0
6.958000, 7321.178223, -0.000000, 0
